CAMIS,DBA,BORO,STREET,CUISINE DESCRIPTION,INSPECTION DATE,CRITICAL FLAG,SCORE,Latitude,Longitude,year
41680367,JOYFUL DRAGON CHINESE RESTAURANT,Bronx,EDSON AVENUE,Chinese,2018-07-24,Critical,5.0,40.869371269613,-73.833682225274,2018
41677155,RICHIE RICH CARIBBEAN TASTE II,Bronx,FISH AVENUE,Caribbean,2019-12-17,Critical,23.0,40.874846641578,-73.849343771881,2019
41637595,"DUNKIN',' BASKIN ROBBINS",Bronx,3 AVENUE,Donuts,2019-03-08,Critical,9.0,40.844553683352,-73.897248299906,2019
40653926,LOS GIRASOLES RESTAURANT,Bronx,WEBSTER AVENUE,Mexican,2021-07-28,Critical,17.0,40.862922670711995,-73.889689074816,2021
50093986,TACOS LOS TIGRES DEL BRONX,Bronx,LONGWOOD AVENUE,Tex-Mex,2019-12-04,Critical,20.0,40.817463918527004,-73.89817904932299,2019
50054129,FORDHAM U - A CRUST & BOAR'S HEAD,Bronx,EAST FORDHAM ROAD,Sandwiches/Salads/Mixed Buffet,2019-09-12,Not Critical,4.0,40.860726736162,-73.889533661913,2019
50042128,THE BRONX BEER HALL,Bronx,ARTHUR AVENUE,Italian,2016-07-28,Not Critical,12.0,40.854240101806,-73.88867329616001,2016
41638043,"DUNKIN',' BASKIN ROBBINS",Bronx,JEROME AVENUE,American,2020-01-02,Not Critical,4.0,40.847393445719,-73.912576533857,2020
41014480,BECCOFINO,Bronx,MOSHOLU AVENUE,Italian,2019-02-23,Not Critical,21.0,40.905494897631,-73.900420460584,2019
41336841,#1 SABOR LATINO RESTAURANT,Bronx,WHITE PLAINS ROAD,Latin American,2022-03-17,Critical,40.0,40.891175783734,-73.8585911415,2022
50057896,MADISON CAFE,Bronx,EAST BURNSIDE AVENUE,American,2019-02-22,Not Critical,11.0,40.852854847871,-73.904884303673,2019
50099939,LA MASA BAKERY,Bronx,LYDIG AVENUE,Bakery Products/Desserts,2020-02-10,Critical,11.0,40.854460759875,-73.86649569738,2020
50057780,KEANE'S BAR & RESTAURANT,Bronx,KATONAH AVENUE,Irish,2019-07-24,Critical,30.0,40.900062984423,-73.867640883899,2019
50009820,NEW CHINA RESTAURANT,Bronx,EAST  174 STREET,Chinese,2017-05-25,Not Critical,27.0,40.844699316794,-73.907111597861,2017
50059794,COCINA CHENTE MEXICAN CUISINE,Bronx,RIVERDALE AVENUE,Mexican,2019-07-01,Not Critical,,40.886051324278,-73.906999347444,2019
50074743,BRISAS EXPRESS,Bronx,WHITE PLAINS ROAD,Latin American,2019-05-30,Critical,11.0,40.834980039846,-73.863047613868,2019
50109810,KENNEDY CHICKEN & SANDWICHES,Bronx,WEST KINGSBRIDGE ROAD,Chicken,2022-03-16,Not Critical,42.0,40.86809242206,-73.900259749559,2022
50088557,EMPIRE WOK 88,Bronx,CASTLE HILL AVENUE,Chinese,2019-05-16,Not Critical,11.0,40.832750326469004,-73.851221009095,2019
40515675,CROSSTOWN DINER,Bronx,BRUCKNER BOULEVARD,American,2022-01-27,Not Critical,11.0,40.832633846654,-73.828686348646,2022
50070665,HIBACHI BUFFET,Bronx,EAST  161 STREET,Chinese,2019-10-15,Critical,60.0,40.826193323314,-73.92045986696,2019
50008640,CARIDAD RESTAURANT,Bronx,WEST KINGSBRIDGE ROAD,Latin American,2018-04-06,Not Critical,11.0,40.869041682468,-73.902980915634,2018
50090029,HECTOR & MARCO PIZZERIA,Bronx,EAST TREMONT AVENUE,Mexican,2019-11-18,Critical,22.0,40.842672840563004,-73.85143365684,2019
50073484,TEXAS CHICKEN & BURGERS,Bronx,EAST TREMONT AVENUE,Chicken,2018-01-22,Not Critical,12.0,40.844076127106,-73.88844821315699,2018
50079121,FORDHAM SEAFOOD & CHICKEN,Bronx,GRAND CONCOURSE,Chicken,2019-02-01,Not Critical,11.0,40.861667367421,-73.897547130305,2019
50060763,NIKAS MARKET DELIGHTS,Bronx,WEST  183 STREET,Caribbean,2019-04-19,Critical,30.0,40.858877247281,-73.905435999484,2019
41665851,FRATELLI RESTAURANT,Bronx,EASTCHESTER ROAD,Italian,2017-08-16,Critical,12.0,40.863033655119,-73.843434248169,2017
50013242,SNACK BOSS,Bronx,RODMANS NCK,American,2017-09-21,Not Critical,,40.855344136915,-73.801577159876,2017
50107215,GRILL HILL,Bronx,EAST GUN HILL ROAD,Middle Eastern,2021-10-27,Critical,40.0,40.880104972011,-73.8764900033,2021
50111056,,Bronx,WESTCHESTER AVENUE,,1900-01-01,Not Applicable,,40.831915160131004,-73.86622311020601,1900
40525206,FULL MOON PIZZA,Bronx,EAST  187 STREET,Pizza,2019-05-06,Not Critical,54.0,40.855487781306,-73.887467429515,2019
40525206,FULL MOON PIZZA,Bronx,EAST  187 STREET,Pizza,2019-05-06,Not Critical,54.0,40.855487781306,-73.887467429515,2019
41616073,GRUENEBAUM'S BAKERY & CAFE,Bronx,RIVERDALE AVENUE,Jewish/Kosher,2017-11-16,Not Critical,,40.906096549329,-73.904312188114,2017
50036714,SMASHBURGER,Bronx,WEST  237 STREET,American,2019-04-16,Critical,7.0,40.884248201934,-73.900629616014,2019
50004203,BULLPEN DELI TWIN DONUT,Bronx,EAST  161 STREET,American,2019-03-22,Critical,11.0,40.827599121521004,-73.92527845958901,2019
50010344,ESTRELLA MEXICANA RESTAURANT,Bronx,EAST  183 STREET,Mexican,2019-11-22,Critical,10.0,40.858001274794,-73.901684815518,2019
41297979,DUNKIN,Bronx,WEBSTER AVENUE,Donuts,2018-06-05,Critical,13.0,40.870102811581,-73.878717860241,2018
50065822,SEIS VECINOS RESTAURANT,Bronx,PROSPECT AVENUE,Spanish,2019-11-20,Critical,28.0,40.815220478224,-73.903395663208,2019
50109819,SUBWAY,Bronx,EAST FORDHAM ROAD,Sandwiches,2021-08-24,Critical,12.0,40.860988001740004,-73.890071894881,2021
41579661,DUNKIN,Bronx,EAST TREMONT AVENUE,Donuts,2019-08-21,Critical,8.0,40.832660165293,-73.827931020558,2019
50071859,KING'S WOK KITCHEN,Bronx,BROADWAY,Chinese,2017-11-28,Not Critical,3.0,40.910558289926,-73.89662125112899,2017
50071859,KING'S WOK KITCHEN,Bronx,BROADWAY,Chinese,2017-11-28,Not Critical,3.0,40.910558289926,-73.89662125112899,2017
50013618,PATSY'S PIZZERIA,Bronx,MORRIS PARK AVENUE,Pizza,2016-10-05,Not Critical,15.0,40.847847974242,-73.856782373351,2016
50013618,PATSY'S PIZZERIA,Bronx,MORRIS PARK AVENUE,Pizza,2016-10-05,Not Critical,15.0,40.847847974242,-73.856782373351,2016
41247493,MY PLACE FAMILY PIZZA,Bronx,EAST  198 STREET,Pizza,2017-08-03,Critical,43.0,40.869306788352,-73.889559125976,2017
41720851,BRAVO CAFE,Bronx,UNIONPORT ROAD,American,2020-02-01,Critical,19.0,40.834865243362,-73.854508435853,2020
50046783,JAGANA FAMILY KENNEDY FRIED CHICKEN,Bronx,BOSTON ROAD,Chicken,2017-05-11,Critical,13.0,40.83282318602,-73.897826607654,2017
41618312,COUNTRY BOYZ JERK YARD RESTAURANT,Bronx,EAST GUNHILL ROAD,Caribbean,2017-07-07,Not Critical,16.0,40.873089277046,-73.853014279851,2017
41618312,COUNTRY BOYZ JERK YARD RESTAURANT,Bronx,EAST GUNHILL ROAD,Caribbean,2017-07-07,Not Critical,16.0,40.873089277046,-73.853014279851,2017
50068854,BAGEL CORNER,Bronx,WEST  235 STREET,Bagels/Pretzels,2019-11-14,Critical,48.0,40.885881623069,-73.91106462572199,2019
41349544,JERRY'S PIZZA,Bronx,STARLING AVENUE,Pizza,2020-02-04,Critical,34.0,40.836007993023,-73.85525038339699,2020
50073179,STAR RESTAURANT,Bronx,WESTCHESTER AVENUE,Spanish,2018-09-21,Not Critical,,40.827375338625004,-73.886619036102,2018
41479049,MARGHERITA'S PIZZA,Bronx,EAST  163 STREET,Pizza,2018-10-15,Critical,43.0,40.820997385432,-73.89620812587201,2018
50059524,KENNEDY FRIED CHICKEN,Bronx,BOSTON ROAD,Chicken,2019-10-02,Not Critical,15.0,40.875906638571,-73.84974997361,2019
50089076,3D'S LEGACY SALAD & GRILL,Bronx,MORRIS PARK AVENUE,Soups/Salads/Sandwiches,2019-10-16,Critical,26.0,40.840407000567005,-73.873141433624,2019
50110281,DUNKIN - BASKIN ROBBINS,Bronx,EAST  167 STREET,,1900-01-01,Not Applicable,,40.835555849447,-73.920773875862,1900
50059886,SABBA'S CHICKEN,Bronx,WESTCHESTER AVENUE,Chicken,2018-04-17,Critical,10.0,40.828518474267,-73.879820171947,2018
40402699,RIVERDALE YACHT CLUB,Bronx,WEST 254 STREET & HUDSON RIVER,American,2017-02-11,Not Critical,,40.903121070343,-73.914503439732,2017
41210953,TAQUERIA TLAXCALLI,Bronx,STARLING AVENUE,Mexican,2019-05-29,Critical,13.0,40.836070729921,-73.854939453688,2019
40368025,THE PECKING ORDER,Bronx,SOUTHERN BOULEVARD,American,2019-05-22,Not Critical,2.0,40.850555961413,-73.882451432726,2019
50056679,MONTE'S BRICK OVEN,Bronx,ALEXANDER AVENUE,Pizza,2017-08-15,Not Critical,4.0,40.807360544569,-73.92709296843701,2017
41183397,DISTRIBUIDORA SAN MARCOS,Bronx,INTERVALE AVENUE,Mexican,2019-07-18,Critical,32.0,40.822318217131,-73.896885323625,2019
40389011,BAGEL CAFE,Bronx,BARTOW AVENUE,Sandwiches,2021-07-21,Critical,30.0,40.868993533883,-73.823338751608,2021
41653860,BREWSKI'S BAR & GRILL,Bronx,EAST TREMONT AVENUE,American,2022-01-19,Critical,13.0,40.82666794658,-73.822233856826,2022
41080427,COCONUT PALM BAR AND GRILL,Bronx,WESTCHESTER AVENUE,Caribbean,2020-02-18,Critical,10.0,40.837283370572,-73.846089886816,2020
50016847,SAN GENNARO,Bronx,ARTHUR AVENUE,Italian,2019-04-03,Not Critical,2.0,40.854094781602,-73.888828978861,2019
41464143,VYBES KITCHEN,Bronx,EAST GUNHILL ROAD,Caribbean,2017-09-13,Critical,74.0,40.871821602783,-73.849079465719,2017
41479400,ROCCO'S PIZZA,Bronx,BEDFORD PARK BOULEVARD,Pizza,2017-12-28,Not Critical,29.0,40.867409932672,-73.883741210729,2017
41274186,DIEGO'S PIZZA & RESTAURANT,Bronx,JEROME AVENUE,Pizza,2018-06-04,Critical,34.0,40.852819166391,-73.908260558515,2018
50067278,MOFONGO EL MOCANO RESTAURANT AND LOUNGE,Bronx,MORRIS AVENUE,Latin American,2019-12-17,Critical,13.0,40.828499097923,-73.91685448812899,2019
50065695,MR. Q'S,Bronx,WILLIAMSBRIDGE ROAD,Chinese,2019-01-15,Critical,35.0,40.855800673978,-73.855546946341,2019
40794103,MCDONALD'S,Bronx,BRUCKNER BOULEVARD,Hamburgers,2019-04-25,Not Critical,7.0,40.823885261465,-73.874603880954,2019
50053334,KFC,Bronx,EAST  149 STREET,Chicken,2019-07-10,Critical,24.0,40.816335711726,-73.918690589036,2019
50063365,PAULA'S SOUL CAFE,Bronx,EAST  233 STREET,Soul Food,2022-02-22,Critical,39.0,40.892810638782,-73.855578335418,2022
50044260,BURGER KING,Bronx,CONCOURSE PLAZA/161ST ST,Hamburgers,2018-04-24,Not Critical,12.0,0.0,0.0,2018
50096074,UPCAKE SUPPLIES AND TREAT SHOP,Bronx,BOSTON ROAD,Bakery Products/Desserts,2021-11-30,Critical,19.0,40.877202523709,-73.845885024977,2021
50085397,CHIPOTLEMEXICAN GRILL #2659,Bronx,BARTOW AVENUE,Tex-Mex,2020-03-12,Critical,12.0,40.869206583520004,-73.824451812422,2020
50089248,SUBWAY,Bronx,EAST  149 STREET,Sandwiches,2022-01-24,Not Critical,4.0,40.815793780282,-73.916989643867,2022
50089248,SUBWAY,Bronx,EAST  149 STREET,Sandwiches,2022-01-24,Not Critical,4.0,40.815793780282,-73.916989643867,2022
41008329,NATIONAL BAKERY,Bronx,WESTCHESTER AVENUE,Bakery Products/Desserts,2017-03-21,Critical,11.0,40.828580761219,-73.879017871214,2017
50018264,Legends Bar & Restaurant,Bronx,EAST  172 STREET,Spanish,2019-08-15,Not Critical,13.0,40.832514783651,-73.869716322398,2019
50063156,"TWIN DONUT, BLIMPIES",Bronx,EAST  161 STREET,Bagels/Pretzels,2017-10-25,Critical,24.0,40.826424451379,-73.921287044249,2017
50075247,MARIOS HOMEMADE CUISINE,Bronx,EAST  187 STREET,Pizza,2018-04-23,Critical,57.0,40.854183889743,-73.88455607136599,2018
50032749,JERRY'S COFFEE SHOP,Bronx,LONGWOOD AVENUE,Sandwiches,2017-06-07,Critical,11.0,40.817367711552,-73.89802023184801,2017
41479922,KENNEDY FRIED CHICKEN,Bronx,EAST  138 STREET,Chicken,2016-12-19,Critical,54.0,40.807753587589005,-73.919680052676,2016
41396863,SUITE PANTRY SUITE 4,Bronx,EAST  161 STREET,American,2019-08-14,Not Critical,7.0,40.829028434834,-73.928496459645,2019
50072786,PARRILLA LATINA SPORTS BAR,Bronx,MELROSE AVENUE,Latin American,2022-02-02,Critical,26.0,40.817610849158,-73.917056012909,2022
50084872,FU XING,Bronx,MORRISON AVENUE,Chinese,2018-10-18,Critical,16.0,40.831329469463,-73.875030657296,2018
50044523,TEXAS CHICKEN,Bronx,WESTCHESTER SQ,Chicken,2017-02-15,Not Critical,28.0,40.84078596763,-73.842268848818,2017
41702914,ROYAL CARIBBEAN BAKERY & RESTAURANT,Bronx,DYRE AVENUE,Caribbean,2018-01-16,Critical,7.0,40.888149981059,-73.83130228300999,2018
41615635,PERISTA RESTAURANT,Bronx,WEST KINGSBRIDGE ROAD,American,2020-02-20,Critical,18.0,40.868376139294,-73.901430785914,2020
50108383,KHALIL BIRYANI  HOUSE,Bronx,UNIONPORT ROAD,Bangladeshi,2022-01-03,Not Critical,9.0,40.835382152707,-73.855219225794,2022
50110889,KAMA RESTAURANT & LOUNGE,Bronx,EAST BURNSIDE AVENUE,,1900-01-01,Not Applicable,,40.85157652415,-73.902471511524,1900
41470237,RUINAS DE COPAN,Bronx,BROOK AVENUE,Spanish,2018-02-01,Not Critical,26.0,40.813380328623,-73.915861913071,2018
50059794,COCINA CHENTE MEXICAN CUISINE,Bronx,RIVERDALE AVENUE,Mexican,2017-06-27,Critical,38.0,40.886051324278,-73.906999347444,2017
50085437,DOMINICAN FLAVORS,Bronx,BRUCKNER BOULEVARD,Spanish,2020-01-28,Not Critical,10.0,40.803782313744,-73.920219454771,2020
50085437,DOMINICAN FLAVORS,Bronx,BRUCKNER BOULEVARD,Spanish,2020-01-28,Not Critical,10.0,40.803782313744,-73.920219454771,2020
40621241,CAFFE EGIDIO,Bronx,EAST  187 STREET,Bakery Products/Desserts,2019-11-26,Critical,13.0,40.855122018555,-73.88674145471799,2019
50107480,KENNEDY FRIED CHICKEN,Bronx,EAST  174 STREET,Chicken,2021-08-02,Critical,24.0,40.833829937573,-73.87758808765,2021
40394030,TIBBETT DINER,Bronx,TIBBETT AVENUE,American,2021-07-22,Critical,30.0,40.880009203798,-73.909202903403,2021
50086892,FLAVA CUISINE,Bronx,EAST  233 STREET,Caribbean,2022-02-22,Not Critical,26.0,40.891325151291,-73.850814522045,2022
50052217,LUNA CAFE,Bronx,EAST  187 STREET,Coffee/Tea,2022-02-22,Critical,23.0,40.855501494331996,-73.88745656144499,2022
50118099,LA JEFA RESTAURANT,Bronx,WILLIS AVENUE,Mexican,2022-01-24,Not Critical,12.0,40.809204967755,-73.922821082937,2022
50070481,SANGRIA CAFE,Bronx,BARTOW AVENUE,Latin American,2020-02-12,Not Critical,18.0,40.869539999618,-73.827122928628,2020
50118428,LA CASA DEL ABUELO,Bronx,EAST  167 STREET,Mexican,2022-02-02,Not Critical,,40.826759523972996,-73.888408702085,2022
50052988,NYBG-HUDSON GARDEN GRILL-DAVID EDWARDS,Bronx,SOUTHERN BOULEVARD,American,2016-09-06,Not Critical,28.0,40.865677571305,-73.88331039318001,2016
50061177,FIASCO,Bronx,ARTHUR AVENUE,Pizza,2018-12-27,Critical,11.0,40.855043633121,-73.88797788497,2018
41131836,BLUE MOUNTAIN CUISINE RESTAURANT,Bronx,EASTCHESTER RD FL 1,Caribbean,2018-09-26,Not Critical,2.0,40.883050797883,-73.849469766085,2018
50042418,CHILPANCINGO RESTAURANT,Bronx,EAST  204 STREET,Mexican,2018-01-31,Not Critical,12.0,40.871635642701,-73.877330199442,2018
50089476,TACOS AZTECA,Bronx,EAST  184 STREET,Tex-Mex,2019-03-02,Critical,60.0,40.855032829169005,-73.891014419771,2019
50046451,RUBY'S RESTAURANT,Bronx,VAN NEST AVENUE,Spanish,2020-02-08,Critical,20.0,40.842541970121005,-73.867882270222,2020
50080345,ANISE,Bronx,JOHNSON AVENUE,Chinese,2019-08-20,Critical,10.0,40.885875243973,-73.909921794002,2019
41609062,PARADISE CAFE NY RESTAURANT,Bronx,OGDEN AVENUE,Spanish,2019-08-19,Critical,25.0,40.833576793068,-73.929019157014,2019
41164361,BEST ITALIAN PIZZA,Bronx,EAST FORDHAM ROAD,Pizza,2019-08-22,Critical,9.0,40.862402271874,-73.896783164974,2019
50100200,2 BROS PIZZA,Bronx,GRAND CONCOURSE,Pizza,2020-01-08,Critical,11.0,40.86150825375,-73.89763775771,2020
41415856,BELLA NAPOLI,Bronx,KATONAH AVENUE,Pizza,2019-12-11,Not Critical,2.0,40.896721971034005,-73.86704349378701,2019
41539489,PICANTE PICANTE RESTAURANT,Bronx,WEST  231 STREET,Mexican,2018-02-21,Not Applicable,,40.878225549599,-73.902992775979,2018
50053520,BLACK GAL SEAFOOD,Bronx,PATTERSON AVENUE,Seafood,2017-10-31,Critical,7.0,40.813622380172,-73.855667748662,2017
41625139,SIX HAPPINESS CHINESE RESTAURANT,Bronx,CROSBY AVENUE,Chinese,2019-04-02,Critical,23.0,40.840249056015,-73.829555730982,2019
50016317,TEPANGOS PIZZA & MEXICAN FOOD,Bronx,EAST  138 STREET,Pizza,2019-03-20,Not Critical,20.0,40.809510316855004,-73.923843041543,2019
41350166,POPEYES,Bronx,BOSTON ROAD,Chicken,2022-03-18,Not Critical,9.0,40.86644068855,-73.861160348049,2022
41382811,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,EAST GUNHILL ROAD,Caribbean,2017-02-10,Not Critical,55.0,40.870145457416,-73.84561218573,2017
50073979,LECHONERA POLLO SABROSO RESTAURANT,Bronx,SOUTHERN BOULEVARD,Latin American,2018-03-30,Critical,11.0,40.8258241883,-73.89192963841501,2018
40596246,GYRO KING,Bronx,WALTON AVENUE,Greek,2022-01-12,Not Critical,21.0,40.861985662315995,-73.900565396482,2022
41327232,T-BROTHERS PIZZERIA,Bronx,ALDUS STREET,Pizza,2021-08-05,Critical,31.0,40.823119732784,-73.890994625897,2021
50106330,BRONX BITES,Bronx,E 189TH ST,,1900-01-01,Not Applicable,,0.0,0.0,1900
41702914,ROYAL CARIBBEAN BAKERY & RESTAURANT,Bronx,DYRE AVENUE,Caribbean,2019-03-28,Critical,54.0,40.888149981059,-73.83130228300999,2019
50074643,BURGER KING,Bronx,JEROME AVENUE,Hamburgers,2019-10-23,Critical,12.0,40.839843890681,-73.91794616029101,2019
50076475,NEEROB RESTAURANT,Bronx,STARLING AVENUE,Bangladeshi,2019-05-13,Not Critical,,40.836010724097,-73.855239535837,2019
50014114,OLIVE GARDEN,Bronx,BAYCHESTER AVENUE,Italian,2017-02-13,Critical,12.0,40.865905409786,-73.830429747919,2017
50016943,EL NUEVO ROBLE BILLIARDS,Bronx,EAST  170 STREET,Spanish,2017-07-18,Not Critical,,40.838388239325,-73.912938970307,2017
50082730,LITTLE CAESARS,Bronx,BRUCKNER BOULEVARD,Pizza,2022-02-08,Not Critical,4.0,40.824043287785,-73.873537684618,2022
50058252,SING FEI RESTAURANT,Bronx,EAST GUN HILL ROAD,Chinese,2019-01-07,Critical,19.0,40.879689540509,-73.875583099979,2019
41004145,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,GUNHILL ROAD,Caribbean,2022-02-08,Critical,26.0,40.88126026338,-73.87884569781201,2022
50115231,EL VALLE RESTAURANT,Bronx,BOSTON ROAD,Latin American,2022-02-22,Critical,41.0,40.876316747524,-73.848530429465,2022
50047823,TIEN LUNG CHINESE RESTAURANT,Bronx,WHITE PLAINS ROAD,Chinese,2020-01-15,Critical,16.0,40.887552433531,-73.860580817927,2020
50054425,JIMBO'S HAMBURGERS,Bronx,WILLIS AVENUE,Hamburgers,2021-09-03,Critical,32.0,40.808541044552,-73.92327701368,2021
50054646,CHINA ONE RESTAURANT,Bronx,EAST GUN HILL ROAD,Chinese,2019-04-16,Critical,31.0,40.878808622248,-73.873198063352,2019
41713701,TROPICAL ROTISSERIE CHICKEN,Bronx,SEDGWICK AVENUE,Chicken,2019-09-11,Critical,47.0,40.869953129347,-73.90321460210801,2019
41690532,KINGSBRIDGE DONUT SHOP,Bronx,WEST  231 STREET,American,2018-05-08,Critical,23.0,40.879751741296,-73.906454907184,2018
50013473,RED LOBSTER,Bronx,BARTOW AVENUE,Seafood,2020-02-20,Critical,34.0,40.869509050739005,-73.826620427815,2020
50061027,MILLIE PEARTREE FISH FRY & SOUL FOOD,Bronx,GRAND CONCOURSE,Soul Food,2018-09-15,Not Critical,23.0,40.863433921676,-73.896373022072,2018
50051458,SUPER KENNEDY'S CHICKEN & SANDWICH,Bronx,UNIVERSITY AVENUE,Chicken,2018-06-07,Not Critical,29.0,40.861852773302004,-73.90572458922401,2018
50051458,SUPER KENNEDY'S CHICKEN & SANDWICH,Bronx,UNIVERSITY AVENUE,Chicken,2018-06-07,Not Critical,29.0,40.861852773302004,-73.90572458922401,2018
41574705,WENDY'S,Bronx,EAST TREMONT AVENUE,Hamburgers,2018-08-07,Not Critical,10.0,40.842670775566,-73.845701494537,2018
50056704,LECHONERA EL FOGON,Bronx,BAINBRIDGE AVENUE,Spanish,2019-07-26,Critical,10.0,40.864807794692,-73.89204681413,2019
50003077,LAURA'S PIZZA,Bronx,BAILEY AVENUE,Italian,2019-05-01,Critical,28.0,40.877544714923,-73.902823815109,2019
50105106,ESTRELLITA POBLANA,Bronx,EAST  204 STREET,Mexican,2021-12-29,Not Critical,22.0,40.871531235128,-73.87722915035,2021
50013867,MEI MEI Chinese Restaurant,Bronx,GRAND CONCOURSE,Chinese,2019-03-28,Not Critical,12.0,40.869805381378,-73.891445693614,2019
50070443,PAPA JOHN'S PIZZA,Bronx,WHITE PLAINS ROAD,Pizza,2019-04-22,Not Critical,7.0,40.886586975736,-73.861147043942,2019
40398642,LA LECHONERA CRIOLLA,Bronx,WEBSTER AVENUE,Latin American,2019-08-02,Critical,11.0,40.843397963861,-73.903361814736,2019
50105170,LOCKE'S LOFT,Bronx,MANHATTAN COLLEGE PARKWAY,American,2021-09-07,Critical,19.0,40.889148745406,-73.902043649959,2021
41448381,ACCRA RESTAURANT,Bronx,DAVIDSON AVENUE,African,2020-03-09,Critical,13.0,40.853856841753,-73.908468782208,2020
50063229,LA PARRANDA BAR RESTAURANT,Bronx,WHITE PLAINS ROAD,Spanish,2017-05-05,Not Critical,40.0,40.865693182354995,-73.867337161105,2017
50094770,POPEYES,Bronx,WHITE PLAINS ROAD,Chicken,2020-01-06,Critical,14.0,40.878747909379,-73.865658410628,2020
50080345,ANISE,Bronx,JOHNSON AVENUE,Chinese,2018-08-01,Critical,13.0,40.885875243973,-73.909921794002,2018
41452662,THE POINT AFRICAN CARIBBEAN RESTAURANT,Bronx,WEBSTER AVENUE,African,2018-06-08,Not Critical,12.0,40.851016305071,-73.898955251553,2018
50044260,BURGER KING,Bronx,CONCOURSE PLAZA/161ST ST,Hamburgers,2019-11-25,Not Critical,12.0,0.0,0.0,2019
41422704,BRONX ALEHOUSE,Bronx,WEST  238 STREET,American,2016-08-16,Critical,29.0,40.884752278118,-73.899533053392,2016
50101406,FISH MARKET,Bronx,EAST GUN HILL ROAD,Seafood,2020-01-16,Not Critical,12.0,40.881216260177005,-73.87876260271,2020
50101406,FISH MARKET,Bronx,EAST GUN HILL ROAD,Seafood,2020-01-16,Not Critical,12.0,40.881216260177005,-73.87876260271,2020
50001038,EL GRAN VALLE RESTAURANT,Bronx,JEROME AVENUE,Latin American,2018-12-11,Critical,23.0,40.848841853849,-73.911515556265,2018
50109434,LOS PRIMOS,Bronx,ALLERTON AVENUE,,1900-01-01,Not Applicable,,40.865413420567,-73.86751126383899,1900
50054584,BURGER KING,Bronx,SOUTHERN BOULEVARD,Hamburgers,2019-12-05,Critical,12.0,40.822272322397,-73.891751160213,2019
50017248,SHORE HAVEN DINER,Bronx,CASTLE HILL AVENUE,American,2019-09-18,Critical,29.0,40.819436994639,-73.848114837406,2019
50076386,IMPERIAL CAFE,Bronx,WILLIAMSBRIDGE ROAD,Coffee/Tea,2018-05-02,Critical,6.0,40.855995667734,-73.855640510037,2018
50076386,IMPERIAL CAFE,Bronx,WILLIAMSBRIDGE ROAD,Coffee/Tea,2018-05-02,Critical,6.0,40.855995667734,-73.855640510037,2018
50095648,WOK WOK RESTAURANT,Bronx,EAST  208 STREET,Chinese,2021-12-08,Critical,21.0,40.880658244691,-73.883258684794,2021
41297989,DUNKIN,Bronx,CITY ISLAND AVENUE,Donuts,2020-01-02,Critical,9.0,40.855581533999,-73.791487158335,2020
41674679,WEST AFRICAN RESTAURANT,Bronx,EAST  169 STREET,African,2022-01-24,Critical,11.0,40.831921550689,-73.902579933653,2022
